id,title,body,category,priority
385,URGENTE: firmare il contratto con il nuovo partner commerciale,"Salve, siamo fermi. È seria poter firmare il contratto con il nuovo partner commerciale per continuare a lavorare. Vi invio questa mail per un aggiornamento.",Commerciale,Alta
386,Allarme: verificare i log di sistema per errori critici,"Per favore, situazione critica: dobbiamo verificare i log di sistema per errori critici subito. In allegato trovate i dettagli. rischiamo di andare fuori tempo. non blocca il lavoro ma preferirei una verifica rapida.",Tecnico,Media
387,domanda: come inserire il nuovo lead qualificato nel crm?,"Salve, potete darmi indicazioni su come inserire il nuovo lead qualificato nel CRM? Resto in attesa di una vostra risposta.",Commerciale,Media
388,Problema importante: gestionale degli ordini fermo al login,"Ciao a tutti, è un'emergenza, dobbiamo sbloccare il gestionale degli ordini fermo al login ora. Grazie per il vostro supporto continuo.",Tecnico,Media
389,Assistenza per batteria del laptop,"Ciao a tutti, potete darmi indicazioni su come sostituire la batteria del laptop? Grazie peril vostro supporto continuo.",Tecnico,Bassa
390,Supporto per sollecitare l'approvazione del budget per confermare l'ordine,"Ciao a tutti, vorrei chiedervi di sollecitare l'approvazione del budget per confermare l'ordine. Vi invio questa mail per un aggiornamento.",Commerciale,Bassa
391,CRITICO: serve fattura del fornitore con massima urgenza,"Buonasera, la situazione è urgente, vi chiedo di registrare la fattura del fornitore immediatamente. Vi prego di darci priorità se possibile. l'ordine non parte.... !!!",Amministrazione,Bassa
392,Domanda: come calcolare le provvigioni di fine mese?,"SALVE, APRO QUESTO TICKET PERCHÉ DEVO CALCOLARE LE PROVVIGIONI DI FINE MESE. SPERO SI POSSA RISOLVERE IN FRETTA.",Commerciale,Bassa
393,Allarme: verificare i log di sistema per errori di sicurezza,"Ciao, il cliente si lamenta, è grave riuscire a verificare i log di sistema per errori di sicurezza entro oggi. In allegato trovate i dettagli. no possiamo chiudere la pratica.",Tecnico,Alta
394,Supporto per registrare l'incasso del contratto chiuso ieri sul portale,"Ciao, è necessario registrare l'incasso del contratto chiuso ieri sul portale. Spero di ricevere presto notizie da voi.",Amministrazione,Bassa
395,Necessità di login sull'applicativo,"Gentile supporto, potete aiutarmi a risolvere l'errore di login sull'applicativo? Attendo un vostro riscontro. non e' un'urgenza reale ma vorrei tenerlo alto in coda.",Tecnico,Bassa
396,Situazione seria: forecast aggiornato al management,"Per favore, è una situazione seria, per favore fate in modo di inviare il forecast aggiornato al maagement con urgenza. Grazie per la vostra attenzione. non riusciamo a lavorare.",Commerciale,Alta
397,Info su come stornare l'importo errato,Vorrei sapere come stornare l'importo errato. Potete farmi sapere le tempistiche?,Amministrazione,Bassa
398,Domanda: come server di posta che non invia le offerte commerciali?,"Gentile supporto, potete aiutarmi a sbloccare il server di posta che non invia le offerte commerciali? Spero di ricevere presto notizie da voi. va gestito appena possibile. non e' un'urgenza reale ma vorrei tenerlo alto in coda.",Tecnico,Media
399,URGENTE: listino prezzi per il prossimo anno,"Ciao, siamo fermi. È catastrofica poter aggiornare il listino prezzi per il prossimo anno per continuare a lavorare. In allegato trovate i dettagli.",Commerciale,Alta
400,Supporto per richiesta di rimborso spese,"Ciao a tutti, apro questo ticket perché devo approvare la richiesta di rimborso spese. Grazie in anticipo per l'aiuto.",Amministrazione,Bassa
401,Richiesta: listino prezzi per il Q4,"Salve, vi contatto per aggiornare il listino prezzi per il Q4. Resto in attesa di una vostra risposta.",Tecnico,Media
402,CRITICO: serve disdire l'abbonamento come richiesto dal cliente con massima urgenza,"Team, siamo fermi. È fondamentale poter disdire l'abbonamento come richiesto dal cliente per continuare a lavorare. Grazie in anticipo per l'aiuto.",Commerciale,Media
403,Assistenza per centro di costo assegnato al nuovo server,"Ciao, mi serve una mano per verificare il centro di costo assegnato al nuovo server. Vi invio questa mail per un aggiornamento.",Amministrazione,Alta
404,Blocco operativo: verificare i log di sistema per errori di sicurezza,"È un blocco totale, serve verificare i log di sistema per errori di sicurezza immediatamente. Per qualsiasi domanda, non esitate a contattarmi. serve un riscontro in giornata.",Tecnico,Media
405,Task: nuova stampante di rete,"Buongiorno, potete aiutarmi a mappare la nuova stampante di rete? Vi ringrazio per la collaborazione.",Tecnico,Bassa
406,Task: nuovo access point Wi-Fi,"Ciao, avrei bisogno di configurare il nuovo access point Wi-Fi quando avete un attimo. Grazie per il vostro supporto continuo.",Tecnico,Bassa
407,Richiesta: firmare l'NDA con il nuovo partner,"Gentile supporto, potete aiutarmi a firmare l'NDA con il nuovo partner? In allegato trovate i dettagli.",Commerciale,Bassa
408,Task: nuovo firewall,"Buongiorno, mi serve una mano per configurare il nuovo firewall. Attendo un vostro riscontro.",Tecnico,Bassa
409,Assistenza per inserire il nuovo lead nel CRM,"Ciao a tutti, ho bisogno di supporto per inserire il nuovo lead nel CRM. Vi invio questa mail per un aggiornamento. ci crea ritardo operativo.",Commerciale,Media
410,CRITICO: rinegoziare i termini di pagamento bloccati dall'amministrazione,"Scusate il disturbo, è un'emergenza, dobbiamo rinegoziare i termini di pagamento bloccati dall'amministrazione ora. Grazie per la vostra attenzione.",Commerciale,Alta
411,Assistenza per regolarità contributiva del dipendente,"Team, è necessario verificare la regolarità contributiva del dipendente. Vi auguro una buona giornata.",Amministrazione,Bassa
412,Blcco totale: allineare le provvigioni dei venditori sul foglio Excel,"Scusate il disturbo, ticket escalato: serve allineare le provvigioni dei venditori sul foglio Excel con massima urgenza. È una questione seria. Attendo un vostro riscontro.",Amministrazione,Alta
413,Richiesta: cartella condivisa di rete,"Per favore, avrei bisogno di mappare la cartella condivisa di rete quando avete un attimo. Grazie in anticipo per l'aiuto.",Tecnico,Bassa
414,CRITICO: resettare la password dell'account email,"Ciao, vi prego di resettare la password dell'account email immediatamente, la situazione è seria. Spero si possa risolvere in fretta.",Tecnico,Alta
415,Allarme: richiesta di rimborso spese??,"Ciao, ticket escalato: serve approvare la richiesta di rimborso spese con massima urgenza. È una questione disastrosa. Vi invio questa mail per un aggiornamento. non possiamo chiudere la pratica.",Amministrazione,Bassa
416,Assistenza per sollecitare l'approvazione del budget per confermare l'ordine,"Ciao, avrei una richiesta: mi serve sollecitare l'approvazione del budget per confermare l'ordine. Resto a disposizione per ulteriori chiarimenti.",Commerciale,Bassa
417,Necessità di nuovo firewall,"CIAO, POTETE DARMI INDICAZIONI SU COME CONFIGURARE IL NUOVO FIREWALL? SPERO DI RICEVERE PRESTO NOTIZIE DA VOI.",Tecnico,Bassa
418,CRITICO: cartella condivisa di rete,"Buongiorno, vi prego di mappare la cartella condivisa di rete immediatamente, la situazione è rilevante. Grazie in anticipo per l'aiuto. va gestito appena possibile.",Tecnico,Bassa
419,CRITICO: serve contabilizzare le fatture estere con massima urgenza,"Ciao, è assolutamente catastrofica contabilizzare le fatture estere il prima possibile. Spero si possa risolvere in fretta.",Amministrazione,Alta
420,Task: collegare il tablet del direttore vendite al Wi-Fi,"Team, mi serve una mano per collegare il tablet del direttore vendite al Wi-Fi. Grazie in anticipo per l'aiuto.",Tecnico,Bassa
421,Domanda: come confermare la vendita nonostante il disservizio del portale?,"Team, potete darmi indicazioni su come confermare la vendita nonostante il disservizio del portale? Vi invio questa mail per un aggiornamento.",Commerciale,Bassa
422,Necessità di trattativa in corso su Microsoft Dynamics CRM,"Gentile supporto, avrei bisogno di chiudere la trattativa in corso su Microsoft Dynamics CRM quando avete un attimo. Fatemi sapere se avete bisogno di altro.",Commerciale,Bassa
423,supporto per correggere il software di preventivazione che calcola un margine errato,"Team, mi serve una mano per correggere il software di preventivazione che calcola un margine errato. Vi prego di darci priorità se possibile.??",Commerciale,Bassa
424,Info su come cartella condivisa di rete,"PER FAVORE, HO BISOGNO DI SUPPORTO PER MAPPARE LA CARTELLA CONDIVISA DI RETE. FATEMI SAPERE SE AVETE BISOGNO DI ALTRO.",Tecnico,Media
425,Domanda: come richiesta di anticipo spese del dipendente?,"Scusate il disturbo, vorrei chiedervi di approvare la richiesta di anticipo spese del dipendente. Grazie per il vostro supporto continuo.!!!",Amministrazione,Bassa
426,Problema urgente: fattura del cliente??,"buongiorno, è un'emergenza, dobbiamo registrare la fattura del cliente ora. grazie per la vostra attenzione.",Amministrazione,Alta
427,CRITICO: patch di sicurezza,"Gentile supporto, è assolutamente seria insatllare la patch di sicurezza il prima possibile. Resto in attesa di una vostra risposta.",Tecnico,Alta
428,Problema rilevante: accesso alla VPN,"Salve, è assolutamente rilevante risolvere il problema di accesso alla VPN il prima possibile. In allegato trovate i dettagli. va gestito appena possibile. non e' un'urgenza reale ma vorrei tenerlo alto in coda.",Tecnico,Media
429,URGENTE: nuova unità di rete,"Buonasera, vi prego di mappare la nuova unità di rete immediatamente, la situazione è seria. Grazie per la vostra attenzione. serve un riscontro in giornata.",Tecnico,Alta
430,Allarme: toner della stampante,"PER FAVORE, È UNA SITUAZIONE DISASTROSA, PER FAVORE FATE IN MODO DI SOSTITUIRE IL TONER DELLA STAMPANTE CON URGENZA. VI INVIO QUESTA MAIL PER UN AGGIORNAMENTO.",Tecnico,Alta
431,CRITICO: richiesta di rimborso spese,"SCUSATE IL DISTURBO, È UN BLOCCO TOTALE, SERVE APPROVARE LA RICHIESTA DI RIMBORSO SPESE IMMEDIATAMENTE. VI AUGURO UNA BUONA GIORNATA. LA PRODUZIONE E' FERMA.",Amministrazione,Alta
432,Richiesta: rinegoziare i termini di pagamento bloccati dall'amministrazione,"Buongiorno, avrei bisogno di rinegoziare i termini di pagamento bloccati dall'amministrazione quando avete un attimo. Attendo un vostro riscontro.",Commerciale,Bassa
433,Emergenza: accesso alla cartella condivisa dei contratti il prima possibile !!,"Gentile supporto, ticket escalato: esrve ripristinare l'accesso alla cartella condivisa dei contratti con massima urgenza. È una questione grave. Resto a disposizione per ulteriori chiarimenti.",Tecnico,Media
434,Assistenza per batteria del laptop,"Gentile supporto, vi contatto per sostituire la batteria edl laptop. Potete farmi sapere le tempistiche? rischiamo di andare fuori tempo.",Tecnico,Media
435,Task: firmware del router,Ho bisogno di supporto per aggiornare il firmware del router. Attendo un vostro riscontro.,Tecnico,Bassa
436,Assistenza per resettare la password dell'account email!!!,"Team, ci sarebbe da resettare la password dell'account email per favore. Vi invio questa mail per un aggiornamento.",Tecnico,Bassa
437,Problema seria: pagamento fermo nel database,"Per favore, è un'emergenza, dobbiamo sbloccare il pagamento fermo nel database ora. Vi auguro una buona giornata.",Amministrazione,Alta
438,Blocco operativo: centro di costo assegnato al nuovo server,"Ciao a tutti, è un'emergenza, dobbiamo verificare il centro di costo assegnato al nuovo server ora. Vi ringrazio per la collaborazione. la produzione e' ferma.",Amministrazione,Media
439,Richiesta: sbloccare l'account del nuovo responsabile vendite,"Scusate il disturbo, vorrei chiedervi di sbloccare l'account del nuovo responsabile vendite. Vi ringrazio per la collaborazione.",Tecnico,Bassa
440,Domanda: come calcolare le provvigioni di fine anno per il tpo performer?,È necessario calcolare le provvigioni di fine anno per il top performer. Resto a disposizione per ulteriori informazioni. ci crea ritardo operativo.,Tecnico,Media
441,Task: ottimizzare le query lente sul DB,"Per favore, mi serve una mano per ottimizzare le query lente sul DB. Attendo un vostro riscontro.",Tecnico,Bassa
442,Allarme: disdire l'abbonamento come richiesto dal cliente chiave,"Buonasera, situazione critica: dobbiamo disdire l'abbonamento come richiesto dal cliente chiave subito. Potete farmi sapere le tempistiche? sta rallentando il lavoro.",Commerciale,Alta
443,Domanda: come licenza del software di gestione delle vendie?,"SCUSATE IL DISTURBO, È NECESSARIO RINNOVARE LA LICENZA DEL SOFTWARE DI GESTIONE DELLE VENDITE. VI PREGO DI DARCI PRIORITÀ SE POSSIBILE.",Commerciale,Media
444,Info su come stornare la fattura del cliente VIP dal gestionale,"Ciao, come posso procedere per stornare la fattura del cliente VIP dal gestionale? Spero si possa risolvere in fretta.",Amministrazione,Bassa
445,Supporto per piano dei conti,"Team, vi scrivo per chiedere di aggiornare il piano dei conti. Vi ringrazio per la collaborazione. non blocca il lavoro ma preferirei una verifica rapida.",Amministrazione,Bassa
446,Supporto per trattativa in corso su Pipedrive,"Scusate il disturbo, ho bisogno di supporto per chiudere la trattativa in corso su Pipedrive. Grazie in anticipo per l'aiuto.",Commerciale,Media
447,Blocco operativo: ottimizzare le query lente sul DB,"Buongiorno, è una situazione seria, per favore fate in modo di ottimizzare le query lente sul DB con urgenza. Vi prego di darci priorità se possibile.",Tecnico,Alta
